Company,CompanyLocation,Year,BeanOrigin,Continent,CocoaPercent,CocoaBin,IngredientCount,IngredientInitials,Rating
Fossa,Singapore,2021,Indonesia,Asia,72.0,70-80%,2,"B,S",3.5
Fossa,Singapore,2021,Malaysia,Asia,72.0,70-80%,2,"B,S",3.5
Foundry,New Zealand,2019,Papua New Guinea,Oceania,70.0,60-70%,2,"B,S",3.0
Foundry,New Zealand,2019,Bolivia,South America,70.0,60-70%,2,"B,S",3.0
Foundry,New Zealand,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",3.0
Foundry,New Zealand,2019,Colombia,South America,70.0,60-70%,2,"B,S",3.0
Foundry,New Zealand,2019,Tanzania,Africa,70.0,60-70%,2,"B,S",3.25
Foundry,New Zealand,2019,Ecuador,South America,70.0,60-70%,2,"B,S",3.75
Foundry,New Zealand,2019,Peru,South America,70.0,60-70%,2,"B,S",3.75
Franceschi,Venezuela,2012,Venezuela,South America,60.0,50-60%,3,"B,S,C",3.5
Franceschi,Venezuela,2012,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.75
Franceschi,Venezuela,2014,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.5
Franceschi,Venezuela,2014,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.75
Franceschi,Venezuela,2018,Venezuela,South America,60.0,50-60%,4,"B,S,C,L",2.5
Franceschi,Venezuela,2018,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.0
Franceschi,Venezuela,2018,Venezuela,South America,85.0,80-90%,2,"B,S",3.0
Franceschi,Venezuela,2018,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.25
Franceschi,Venezuela,2018,Venezuela,South America,72.0,70-80%,2,"B,S",3.5
Frederic Blondeel,Belgium,2014,Ghana,Africa,60.0,50-60%,4,"B,S,C,L",3.5
Frederic Blondeel,Belgium,2014,Madagascar,Africa,65.0,60-70%,4,"B,S,C,L",3.5
Frederic Blondeel,Belgium,2015,Vietnam,Asia,80.0,70-80%,4,"B,S,C,L",3.0
Frederic Blondeel,Belgium,2015,Costa Rica,North America,70.0,60-70%,4,"B,S,C,L",3.5
Frederic Blondeel,Belgium,2015,Peru,South America,75.0,70-80%,4,"B,S,C,L",3.5
French Broad,U.S.A.,2011,Peru,South America,70.0,60-70%,2,"B,S",3.5
French Broad,U.S.A.,2011,Dominican Republic,North America,65.0,60-70%,2,"B,S",3.5
French Broad,U.S.A.,2012,Peru,South America,81.0,80-90%,2,"B,S*",2.0
French Broad,U.S.A.,2012,Peru,South America,70.0,60-70%,2,"B,S",2.5
French Broad,U.S.A.,2012,Peru,South America,66.0,60-70%,2,"B,S*",3.5
French Broad,U.S.A.,2013,Peru,South America,66.0,60-70%,2,"B,S",3.5
French Broad,U.S.A.,2014,Costa Rica,North America,80.0,70-80%,2,"B,S",3.0
French Broad,U.S.A.,2014,Nicaragua,North America,68.0,60-70%,2,"B,S",3.25
French Broad,U.S.A.,2015,Guatemala,North America,73.0,70-80%,2,"B,S",3.5
French Broad,U.S.A.,2017,Peru,South America,70.0,60-70%,2,"B,S",3.5
French Broad,U.S.A.,2019,India,Asia,71.0,70-80%,3,"B,S,C",3.25
Fresco,U.S.A.,2009,Jamaica,North America,80.0,70-80%,3,"B,S,C",2.75
Fresco,U.S.A.,2009,Jamaica,North America,70.0,60-70%,3,"B,S,C",3.0
Fresco,U.S.A.,2009,Jamaica,North America,70.0,60-70%,3,"B,S,C",3.25
Fresco,U.S.A.,2009,Venezuela,South America,65.0,60-70%,3,"B,S,C",3.5
Fresco,U.S.A.,2011,Ghana,Africa,74.0,70-80%,3,"B,S,C",2.75
Fresco,U.S.A.,2011,Madagascar,Africa,74.0,70-80%,3,"B,S,C",2.75
Fresco,U.S.A.,2011,Madagascar,Africa,74.0,70-80%,3,"B,S,C",3.0
Fresco,U.S.A.,2011,Jamaica,North America,70.0,60-70%,3,"B,S,C",3.25
Fresco,U.S.A.,2011,Dominican Republic,North America,72.0,70-80%,3,"B,S,C",3.25
Fresco,U.S.A.,2011,Venezuela,South America,76.0,70-80%,3,"B,S,C",3.25
Fresco,U.S.A.,2011,Dominican Republic,North America,72.0,70-80%,3,"B,S,C",3.5
Fresco,U.S.A.,2011,Jamaica,North America,70.0,60-70%,3,"B,S,C",3.5
Fresco,U.S.A.,2011,Venezuela,South America,70.0,60-70%,3,"B,S,C",4.0
Fresco,U.S.A.,2012,Papua New Guinea,Oceania,69.0,60-70%,2,"B,S",3.0
Fresco,U.S.A.,2012,Papua New Guinea,Oceania,69.0,60-70%,2,"B,S",3.5
Fresco,U.S.A.,2012,Papua New Guinea,Oceania,69.0,60-70%,2,"B,S",3.5
Fresco,U.S.A.,2012,Madagascar,Africa,74.0,70-80%,3,"B,S,C",4.0
Fresco,U.S.A.,2012,Papua New Guinea,Oceania,69.0,60-70%,2,"B,S",4.0
Fresco,U.S.A.,2013,Dominican Republic,North America,72.0,70-80%,3,"B,S,C",3.25
Fresco,U.S.A.,2013,Dominican Republic,North America,72.0,70-80%,3,"B,S,C",3.75
Fresco,U.S.A.,2013,Peru,South America,70.0,60-70%,3,"B,S,C",3.75
Fresco,U.S.A.,2013,Peru,South America,70.0,60-70%,3,"B,S,C",4.0
Fresco,U.S.A.,2014,Peru,South America,70.0,60-70%,3,"B,S,C",3.0
Fresco,U.S.A.,2014,Peru,South America,70.0,60-70%,3,"B,S,C",3.5
Fresco,U.S.A.,2014,Peru,South America,70.0,60-70%,3,"B,S,C",3.5
Fresco,U.S.A.,2014,Peru,South America,70.0,60-70%,3,"B,S,C",3.5
Fresco,U.S.A.,2017,Guatemala,North America,70.0,60-70%,3,"B,S,C",3.5
Fresco,U.S.A.,2017,Guatemala,North America,70.0,60-70%,3,"B,S,C",3.5
Fresco,U.S.A.,2017,Guatemala,North America,70.0,60-70%,3,"B,S,C",3.75
Fresco,U.S.A.,2018,Venezuela,South America,72.0,70-80%,3,"B,S,C",3.25
Fresco,U.S.A.,2018,Venezuela,South America,72.0,70-80%,3,"B,S,C",3.5
Fresco,U.S.A.,2021,Peru,South America,74.0,70-80%,3,"B,S,C",3.0
Fresco,U.S.A.,2021,Ghana,Africa,68.0,60-70%,3,"B,S,C",3.25
Fresco,U.S.A.,2021,Peru,South America,74.0,70-80%,3,"B,S,C",3.25
Fresco,U.S.A.,2021,Ghana,Africa,68.0,60-70%,3,"B,S,C",3.5
Fresco,U.S.A.,2021,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.5
Fresco,U.S.A.,2021,Madagascar,Africa,70.0,60-70%,3,"B,S,C",3.5
Fresco,U.S.A.,2021,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.75
Fresco,U.S.A.,2021,Venezuela,South America,68.0,60-70%,3,"B,S,C",4.0
Fresh Coast,U.S.A.,2017,Brazil,South America,70.0,60-70%,2,"B,S",3.5
Fresh Coast,U.S.A.,2017,Tanzania,Africa,70.0,60-70%,2,"B,S",3.75
Fresh Coast aka Just Good Choc.,U.S.A.,2014,Belize,North America,70.0,60-70%,2,"B,S",3.5
Fresh Coast aka Just Good Choc.,U.S.A.,2014,Madagascar,Africa,70.0,60-70%,2,"B,S",3.5
Fresh Coast aka Just Good Choc.,U.S.A.,2014,Peru,South America,70.0,60-70%,2,"B,S",4.0
Friis Holm,Denmark,2016,Nicaragua,North America,70.0,60-70%,2,"B,S",3.5
Friis Holm,Denmark,2017,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.75
Friis Holm,Denmark,2018,Nicaragua,North America,60.0,50-60%,3,"B,S,C",3.0
Friis Holm,Denmark,2018,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.0
Friis Holm,Denmark,2018,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.25
Friis Holm,Denmark,2018,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.25
Friis Holm,Denmark,2018,Nicaragua,North America,68.0,60-70%,3,"B,S,C",3.5
Friis Holm,Denmark,2018,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.5
Friis Holm,Denmark,2018,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.75
Friis Holm,Denmark,2018,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.75
Friis Holm,Denmark,2018,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.75
Friis Holm,Denmark,2018,Guatemala,North America,70.0,60-70%,3,"B,S,C",4.0
Friis Holm,Denmark,2018,Nicaragua,North America,70.0,60-70%,3,"B,S,C",4.0
Friis Holm (Bonnat),Denmark,2011,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.25
Friis Holm (Bonnat),Denmark,2011,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.5
Friis Holm (Bonnat),Denmark,2011,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.5
Friis Holm (Bonnat),Denmark,2012,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.25
Friis Holm (Bonnat),Denmark,2012,Honduras,North America,70.0,60-70%,3,"B,S,C",3.25
Friis Holm (Bonnat),Denmark,2012,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.25
Friis Holm (Bonnat),Denmark,2012,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.75
Friis Holm (Bonnat),Denmark,2013,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.25
Friis Holm (Bonnat),Denmark,2013,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.5
Friis Holm (Bonnat),Denmark,2014,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.5
Friis Holm (Bonnat),Denmark,2015,Nicaragua,North America,60.0,50-60%,3,"B,S,C",3.0
Friis Holm (Bonnat),Denmark,2015,Nicaragua,North America,85.0,80-90%,3,"B,S,C",3.25
Fruition,U.S.A.,2011,Costa Rica,North America,70.0,60-70%,3,"B,S,C",3.0
Fruition,U.S.A.,2011,Costa Rica,North America,66.0,60-70%,3,"B,S,C",3.25
Fruition,U.S.A.,2012,Peru,South America,70.0,60-70%,3,"B,S,C",2.5
Fruition,U.S.A.,2013,Ecuador,South America,75.0,70-80%,3,"B,S,C",3.0
Fruition,U.S.A.,2013,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",3.75
Fruition,U.S.A.,2014,Peru,South America,76.0,70-80%,3,"B,S,C",3.0
Fruition,U.S.A.,2014,Trinidad,North America,70.0,60-70%,3,"B,S,C",3.75
Fruition,U.S.A.,2016,Bolivia,South America,74.0,70-80%,2,"B,S",3.75
Fruition,U.S.A.,2016,Costa Rica,North America,74.0,70-80%,2,"B,S",4.0
Fruition,U.S.A.,2019,Colombia,South America,85.0,80-90%,2,"B,S",3.5
Fruition,U.S.A.,2019,Madagascar,Africa,74.0,70-80%,2,"B,S",3.75
Fruition,U.S.A.,2021,Dominican Republic,North America,77.0,70-80%,2,"B,S",3.25
Fruition,U.S.A.,2021,Dominican Republic,North America,68.0,60-70%,4,"B,S,C,V",3.75
Fruition,U.S.A.,2021,Peru,South America,72.0,70-80%,3,"B,S,C",3.75
Fu Wan,Taiwan,2018,Taiwan,Asia,70.0,60-70%,3,"B,S,C",2.5
Fu Wan,Taiwan,2018,Madagascar,Africa,70.0,60-70%,2,"B,S",3.0
Fu Wan,Taiwan,2018,Tanzania,Africa,70.0,60-70%,2,"B,S",3.0
Fu Wan,Taiwan,2018,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.5
Garden Island,U.S.A.,2014,U.S.A.,North America,85.0,80-90%,3,"B,S,V",2.5
Georgia Ramon,Germany,2015,Madagascar,Africa,65.0,60-70%,4,"B,S,C,L",3.25
Georgia Ramon,Germany,2015,Dominican Republic,North America,70.0,60-70%,4,"B,S,C,L",3.5
Georgia Ramon,Germany,2015,Dominican Republic,North America,80.0,70-80%,4,"B,S,C,L",3.5
Georgia Ramon,Germany,2015,Madagascar,Africa,75.0,70-80%,4,"B,S,C,L",3.5
Georgia Ramon,Germany,2015,Ghana,Africa,70.0,60-70%,4,"B,S,C,L",4.0
Georgia Ramon,Germany,2017,St. Lucia,North America,77.0,70-80%,3,"B,S,C",3.5
Georgia Ramon,Germany,2017,Venezuela,South America,75.0,70-80%,3,"B,S,C",3.5
Georgia Ramon,Germany,2018,Guatemala,North America,72.0,70-80%,3,"B,S,C",2.75
Georgia Ramon,Germany,2019,Venezuela,South America,75.0,70-80%,3,"B,S,C",2.75
Glennmade,U.S.A.,2015,Brazil,South America,66.0,60-70%,2,"B,S",3.0
Glennmade,U.S.A.,2016,Belize,North America,70.0,60-70%,2,"B,S",3.5
Goodnow Farms,U.S.A.,2016,Mexico,North America,77.0,70-80%,3,"B,S,C",2.75
Goodnow Farms,U.S.A.,2016,Guatemala,North America,77.0,70-80%,3,"B,S,C",3.25
Goodnow Farms,U.S.A.,2016,Nicaragua,North America,77.0,70-80%,3,"B,S,C",3.25
Goodnow Farms,U.S.A.,2017,Peru,South America,70.0,60-70%,3,"B,S,C",3.25
Goodnow Farms,U.S.A.,2019,Colombia,South America,73.0,70-80%,3,"B,S,C",2.5
Goodnow Farms,U.S.A.,2019,Costa Rica,North America,73.0,70-80%,3,"B,S,C",3.0
Goodnow Farms,U.S.A.,2021,Ecuador,South America,70.0,60-70%,3,"B,S,C",3.75
Gotham,U.S.A.,2018,Belize,North America,70.0,60-70%,2,"B,S",2.75
Gotham,U.S.A.,2021,India,Asia,70.0,60-70%,2,"B,S",3.0
Gotham,U.S.A.,2021,Bolivia,South America,70.0,60-70%,2,"B,S",3.25
Gotham,U.S.A.,2021,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.25
Grand Place,Vietnam,2011,Vietnam,Asia,72.0,70-80%,5,"B,S,C,V,L",3.0
Great Lakes,U.S.A.,2021,Madagascar,Africa,72.0,70-80%,3,"B,S,C",3.5
Great Lakes,U.S.A.,2021,Tanzania,Africa,70.0,60-70%,3,"B,S,C",3.5
Great Lakes,U.S.A.,2021,Dominican Republic,North America,75.0,70-80%,3,"B,S,C",3.5
Great Lakes,U.S.A.,2021,Vietnam,Asia,73.0,70-80%,3,"B,S,C",3.5
Green & Black's (ICAM),U.K.,2006,Blend,Other,70.0,60-70%,5,"B,S,C,V,L",2.5
Green Bean to Bar,Japan,2016,Madagascar,Africa,70.0,60-70%,2,"B,S",3.5
Green Bean to Bar,Japan,2019,Peru,South America,73.0,70-80%,2,"B,S",2.5
Green Door,U.K.,2021,India,Asia,70.0,60-70%,3,"B,S,C",3.0
Grenada Chocolate Co.,Grenada,2008,Grenada,North America,71.0,70-80%,5,"B,S,C,V,L",2.5
Grenada Chocolate Co.,Grenada,2009,Grenada,North America,60.0,50-60%,5,"B,S,C,V,L",2.75
Grenada Chocolate Co.,Grenada,2010,Grenada,North America,82.0,80-90%,5,"B,S,C,V,L",3.25
Guido Castagna,Italy,2009,Ecuador,South America,64.0,60-70%,4,"B,S,C,L",3.0
Guido Castagna,Italy,2009,Ghana,Africa,64.0,60-70%,4,"B,S,C,L",3.0
Guido Castagna,Italy,2009,Blend,Other,64.0,60-70%,4,"B,S,C,L",3.0
Guido Castagna,Italy,2009,Venezuela,South America,76.0,70-80%,4,"B,S,C,L",3.0
Guido Castagna,Italy,2009,Blend,Other,64.0,60-70%,4,"B,S,C,L",3.25
Guido Castagna,Italy,2018,Madagascar,Africa,70.0,60-70%,4,"B,S,C,L",2.75
Guittard,U.S.A.,2006,Venezuela,South America,65.0,60-70%,5,"B,S,C,V,L",2.5
Guittard,U.S.A.,2006,Colombia,South America,65.0,60-70%,5,"B,S,C,V,L",3.0
Guittard,U.S.A.,2006,Blend,Other,61.0,60-70%,5,"B,S,C,V,L",3.0
Guittard,U.S.A.,2006,Madagascar,Africa,65.0,60-70%,5,"B,S,C,V,L",3.5
Guittard,U.S.A.,2006,Ecuador,South America,65.0,60-70%,5,"B,S,C,V,L",3.5
Guittard,U.S.A.,2006,Blend,Other,61.0,60-70%,5,"B,S,C,V,L",3.5
Guittard,U.S.A.,2007,Blend,Other,72.0,70-80%,5,"B,S,C,V,L",3.5
Guittard,U.S.A.,2008,Peru,South America,65.0,60-70%,5,"B,S,C,V,L",3.0
Guittard,U.S.A.,2008,Blend,Other,64.0,60-70%,5,"B,S,C,V,L",3.0
Guittard,U.S.A.,2008,Venezuela,South America,65.0,60-70%,5,"B,S,C,V,L",3.5
Guittard,U.S.A.,2009,U.S.A.,North America,55.0,50-60%,5,"B,S,C,V,L",3.0
Guittard,U.S.A.,2009,Blend,Other,91.0,90-100%,5,"B,S,C,V,L",3.0
Guittard,U.S.A.,2009,Blend,Other,70.0,60-70%,5,"B,S,C,V,L",3.5
Guittard,U.S.A.,2010,Trinidad,North America,65.0,60-70%,5,"B,S,C,V,L",3.0
Guittard,U.S.A.,2011,Blend,Other,72.0,70-80%,5,"B,S,C,V,L",2.75
Guittard,U.S.A.,2011,Blend,Other,61.0,60-70%,5,"B,S,C,V,L",3.25
Guittard,U.S.A.,2011,Blend,Other,72.0,70-80%,5,"B,S,C,V,L",3.25
Guittard,U.S.A.,2013,Haiti,North America,65.0,60-70%,5,"B,S,C,V,L",2.75
Guittard,U.S.A.,2013,Nicaragua,North America,65.0,60-70%,5,"B,S,C,V,L",2.75
Guittard,U.S.A.,2013,Jamaica,North America,65.0,60-70%,5,"B,S,C,V,L",3.25
Guittard,U.S.A.,2013,Ecuador,South America,65.0,60-70%,5,"B,S,C,V,L",3.5
Guittard,U.S.A.,2015,Blend,Other,70.0,60-70%,5,"B,S,C,V,L",3.75
Habitual,Canada,2014,Papua New Guinea,Oceania,80.0,70-80%,3,"B,S,C",2.75
Habitual,Canada,2014,Blend,Other,74.0,70-80%,3,"B,S,C",2.75
Habitual,Canada,2014,Blend,Other,65.0,60-70%,3,"B,S,C",2.75
Habitual,Canada,2014,Blend,Other,70.0,60-70%,3,"B,S,C",3.0
Habitual,Canada,2014,Blend,Other,80.0,70-80%,3,"B,S,C",3.0
Habitual,Canada,2014,Dominican Republic,North America,75.0,70-80%,3,"B,S,C",3.25
Habitual,Canada,2014,U.S.A.,North America,66.0,60-70%,3,"B,S,C",3.25
Habitual,Canada,2014,Blend,Other,70.0,60-70%,3,"B,S,C",3.5
Hachez,Germany,2007,Ecuador,South America,77.0,70-80%,4,"B,S,C,V",2.5
Hacienda El Castillo,Ecuador,2014,Ecuador,South America,55.0,50-60%,4,"B,S,C,L",2.75
Hacienda El Castillo,Ecuador,2014,Ecuador,South America,70.0,60-70%,4,"B,S,C,L",3.0
Harper Macaw,U.S.A.,2015,Brazil,South America,67.0,60-70%,3,"B,S,C",3.0
Harper Macaw,U.S.A.,2015,Brazil,South America,77.0,70-80%,3,"B,S,C",3.5
Harper Macaw,U.S.A.,2015,Brazil,South America,74.0,70-80%,3,"B,S,C",3.5
Harper Macaw,U.S.A.,2016,Brazil,South America,85.0,80-90%,3,"B,S,C",3.25
Harper Macaw,U.S.A.,2018,Brazil,South America,75.0,70-80%,3,"B,S,C",3.0
Harris & James,U.K.,2019,India,Asia,70.0,60-70%,3,"B,S,C",3.0
Harris & James,U.K.,2019,Vietnam,Asia,70.0,60-70%,3,"B,S,C",3.25
Hazel Hill,U.S.A.,2019,Peru,South America,65.0,60-70%,3,"B,S,C",2.75
Hazel Hill,U.S.A.,2019,Tanzania,Africa,72.0,70-80%,3,"B,S,C",3.25
Hazel Hill,U.S.A.,2019,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",3.5
Hecho,Mexico,2021,Mexico,North America,70.0,60-70%,2,"B,S",3.5
Heilemann,Germany,2016,Peru,South America,64.0,60-70%,3,"B,S,L",2.75
Heinde & Verre,Netherlands,2019,Indonesia,Asia,71.0,70-80%,4,"B,S,C,L",2.5
Heinde & Verre,Netherlands,2019,Blend,Other,71.0,70-80%,4,"B,S,C,L",2.5
Heinde & Verre,Netherlands,2019,Venezuela,South America,71.0,70-80%,4,"B,S,C,L",3.0
Heirloom Cacao Preservation (Brasstown),U.S.A.,2016,Belize,North America,70.0,60-70%,3,"B,S,C",3.25
Heirloom Cacao Preservation (Fruition),U.S.A.,2016,Costa Rica,North America,74.0,70-80%,3,"B,S,C",3.5
Heirloom Cacao Preservation (Guittard),U.S.A.,2014,Bolivia,South America,67.0,60-70%,3,"B,S,C",3.0
Heirloom Cacao Preservation (Guittard),U.S.A.,2014,Bolivia,South America,67.0,60-70%,3,"B,S,C",3.5
Heirloom Cacao Preservation (Guittard),U.S.A.,2014,Ecuador,South America,67.0,60-70%,3,"B,S,C",3.75
Heirloom Cacao Preservation (Guittard),U.S.A.,2014,U.S.A.,North America,67.0,60-70%,3,"B,S,C",3.75
Heirloom Cacao Preservation (Manoa),U.S.A.,2016,U.S.A.,North America,72.0,70-80%,3,"B,S,C",3.5
Heirloom Cacao Preservation (Millcreek),U.S.A.,2016,Ecuador,South America,70.0,60-70%,3,"B,S,C",3.5
Heirloom Cacao Preservation (Mindo),U.S.A.,2016,Ecuador,South America,77.0,70-80%,3,"B,S,C",3.5
Heirloom Cacao Preservation (Zokoko),U.S.A.,2016,Bolivia,South America,68.0,60-70%,3,"B,S,C",3.75
Heirloom Cacao Preservation (Zokoko),U.S.A.,2016,Bolivia,South America,72.0,70-80%,3,"B,S,C",4.0
hello cocoa (now Markham & Fitz),U.S.A.,2015,Uganda,Africa,57.0,50-60%,3,"B,S,C",2.75
hello cocoa (now Markham & Fitz),U.S.A.,2015,Venezuela,South America,74.0,70-80%,3,"B,S,C",3.5
Hemisphere,U.S.A.,2021,Ecuador,South America,70.0,60-70%,2,"B,S",2.75
Hemisphere,U.S.A.,2021,Nicaragua,North America,70.0,60-70%,2,"B,S",3.25
hexx,U.S.A.,2015,Tanzania,Africa,70.0,60-70%,2,"B,S*",2.75
hexx,U.S.A.,2015,Madagascar,Africa,74.0,70-80%,2,"B,S*",3.0
hexx,U.S.A.,2015,Venezuela,South America,70.0,60-70%,2,"B,S*",3.0
hexx,U.S.A.,2015,Ecuador,South America,73.0,70-80%,2,"B,S*",3.25
hexx,U.S.A.,2015,Peru,South America,70.0,60-70%,2,"B,S*",3.25
hexx,U.S.A.,2018,Peru,South America,70.0,60-70%,2,"B,S*",2.25
hexx,U.S.A.,2018,Ecuador,South America,73.0,70-80%,2,"B,S*",2.5
hexx,U.S.A.,2018,Madagascar,Africa,74.0,70-80%,2,"B,S*",2.75
hexx,U.S.A.,2018,Tanzania,Africa,70.0,60-70%,2,"B,S*",3.0
hexx,U.S.A.,2018,Dominican Republic,North America,71.0,70-80%,2,"B,S*",3.5
Hogarth,New Zealand,2016,Madagascar,Africa,70.0,60-70%,3,"B,S,C",2.75
Hogarth,New Zealand,2016,Venezuela,South America,72.0,70-80%,3,"B,S,C",2.75
Hogarth,New Zealand,2016,Dominican Republic,North America,75.0,70-80%,3,"B,S,C",3.25
Hogarth,New Zealand,2016,Peru,South America,66.0,60-70%,3,"B,S,C",3.5
Hogarth,New Zealand,2019,Venezuela,South America,68.0,60-70%,3,"B,S,C",3.25
Hogarth,New Zealand,2019,Ecuador,South America,85.0,80-90%,3,"B,S,C",3.5
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,South America,80.0,70-80%,4,"B,S,C,L",2.0
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,South America,80.0,70-80%,2,"B,S",2.5
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,South America,72.0,70-80%,2,"B,S",3.0
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,South America,58.0,50-60%,4,"B,S,C,L",3.25
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,South America,58.0,50-60%,4,"B,S,C,L",3.5
Holy Cacao,Israel,2009,Ivory Coast,Africa,70.0,60-70%,2,"B,S",2.5
Holy Cacao,Israel,2009,Dominican Republic,North America,70.0,60-70%,2,"B,S",2.75
Holy Cacao,Israel,2009,Peru,South America,70.0,60-70%,2,"B,S",3.5
Holy Cacao,Israel,2009,Dominican Republic,North America,75.0,70-80%,2,"B,S",3.75
Holy Cacao,Israel,2015,Ecuador,South America,70.0,60-70%,4,"B,S,C,L",3.5
Holy Cacao,Israel,2015,Madagascar,Africa,70.0,60-70%,4,"B,S,C,L",3.5
Holy Cacao,Israel,2015,Trinidad,North America,70.0,60-70%,4,"B,S,C,L",3.5
Holy Cacao,Israel,2015,Venezuela,South America,70.0,60-70%,4,"B,S,C,L",3.5
Holy Cacao,Israel,2016,Peru,South America,70.0,60-70%,4,"B,S,C,L",2.75
Honest,South Africa,2014,Ecuador,South America,72.0,70-80%,2,"B,S*",2.5
Hotel Chocolat,U.K.,2013,St. Lucia,North America,70.0,60-70%,2,"B,S",4.0
Hotel Chocolat,U.K.,2015,St. Lucia,North America,70.0,60-70%,2,"B,S",2.75
Hotel Chocolat,U.K.,2018,Colombia,South America,75.0,70-80%,4,"B,S,C,L",2.75
Hotel Chocolat,U.K.,2019,Honduras,North America,72.0,70-80%,4,"B,S,C,L",3.0
Hotel Chocolat,U.K.,2019,Tanzania,Africa,80.0,70-80%,4,"B,S,C,L",3.0
Hotel Chocolat (Coppeneur),U.K.,2008,Tanzania,Africa,75.0,70-80%,4,"B,S,C,L",2.75
Hotel Chocolat (Coppeneur),U.K.,2008,St. Lucia,North America,72.0,70-80%,3,"B,S,C",3.0
Hotel Chocolat (Coppeneur),U.K.,2008,Sao Tome,Africa,72.0,70-80%,4,"B,S,C,L",3.0
Hotel Chocolat (Coppeneur),U.K.,2010,Venezuela,South America,70.0,60-70%,4,"B,S,C,L",2.75
Hotel Chocolat (Coppeneur),U.K.,2011,Ecuador,South America,80.0,70-80%,4,"B,S,C,L",3.0
Hotel Chocolat (Coppeneur),U.K.,2011,St. Lucia,North America,65.0,60-70%,4,"B,S,C,L",3.0
Hotel Chocolat (Coppeneur),U.K.,2011,St. Lucia,North America,65.0,60-70%,4,"B,S,C,L",3.25
Hotel Chocolat (Coppeneur),U.K.,2012,Madagascar,Africa,66.0,60-70%,4,"B,S,V,L",3.5
Hotel Chocolat (Coppeneur),U.K.,2013,Ecuador,South America,100.0,90-100%,1,B,2.5
Hotel Chocolat (Coppeneur),U.K.,2013,Trinidad,North America,75.0,70-80%,4,"B,S,C,L",3.0
Hotel Chocolat (Coppeneur),U.K.,2013,Ecuador,South America,90.0,80-90%,2,"B,S",3.0
Hotel Chocolat (Coppeneur),U.K.,2013,Madagascar,Africa,72.0,70-80%,4,"B,S,C,L",3.0
Hotel Chocolat (Coppeneur),U.K.,2013,Vietnam,Asia,80.0,70-80%,4,"B,S,C,L",3.5
Hotel Chocolat (Coppeneur),U.K.,2013,Ecuador,South America,82.0,80-90%,2,"B,S",3.5
Hummingbird,Canada,2013,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.25
Hummingbird,Canada,2013,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.75
Hummingbird,Canada,2014,Bolivia,South America,70.0,60-70%,3,"B,S,C",3.0
Hummingbird,Canada,2014,Bolivia,South America,70.0,60-70%,3,"B,S,C",3.0
Hummingbird,Canada,2014,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.0
Hummingbird,Canada,2014,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",3.5
Hummingbird,Canada,2014,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",3.75
Hummingbird,Canada,2015,Vietnam,Asia,70.0,60-70%,3,"B,S,C",3.5
Idilio (Felchlin),Switzerland,2011,Venezuela,South America,72.0,70-80%,3,"B,S,C",3.25
Idilio (Felchlin),Switzerland,2011,Venezuela,South America,72.0,70-80%,3,"B,S,C",3.5
Idilio (Felchlin),Switzerland,2011,Venezuela,South America,72.0,70-80%,3,"B,S,C",3.75
Idilio (Felchlin),Switzerland,2011,Venezuela,South America,72.0,70-80%,3,"B,S,C",3.75
Idilio (Felchlin),Switzerland,2011,Venezuela,South America,72.0,70-80%,3,"B,S,C",3.75
